[ 01:01:33 ]AAAA :29 [°C], 71.93 RH, 925.71 mbar
[ 14:27:29 ]BABE :27 [°C], 62.95 RH, 0.9238 bar
[ 14:27:29 ]AAAA :29 [°C], 60.03 RH, 0.9206 bar
[ 14:27:29 ]BABE :27 [°C], 62.95 RH, 0.9225 bar
[ 14:27:29 ]CCCC :27 [°C], 61.60 RH, 0.9206 bar
[ 14:27:29 ]CACA :28 [°C], 59.50 RH, 0.9219 bar
[ 14:27:30 ]EEEE :27 [°C], 63.83 RH, 0.9200 bar
[ 14:27:30 ]EEEE :27 [°C], 63.83 RH, 0.9200 bar
[ 14:27:30 ]CACA :28 [°C], 59.44 RH, 0.9213 bar
[ 14:27:30 ]BABE :27 [°C], 63.02 RH, 0.9213 bar
[ 14:27:30 ]EEEE :27 [°C], 63.83 RH, 0.9213 bar
[ 14:27:30 ]CCCC :27 [°C], 61.60 RH, 0.9213 bar
[ 14:27:30 ]AAAA :29 [°C], 59.91 RH, 0.9206 bar
[ 14:27:31 ]AAAA :29 [°C], 59.85 RH, 0.9219 bar
[ 14:27:31 ]BABE :27 [°C], 63.02 RH, 0.9225 bar
[ 14:27:31 ]EEEE :27 [°C], 63.71 RH, 0.9213 bar
[ 14:27:31 ]CCCC :27 [°C], 61.57 RH, 0.9206 bar
[ 14:27:31 ]CACA :27 [°C], 59.38 RH, 0.9206 bar
[ 14:27:32 ]BABE :27 [°C], 62.98 RH, 0.9225 bar
[ 14:27:32 ]AAAA :29 [°C], 59.77 RH, 0.9200 bar
[ 14:27:32 ]EEEE :27 [°C], 63.66 RH, 0.9200 bar
[ 14:27:32 ]CACA :27 [°C], 59.35 RH, 0.9219 bar
[ 14:27:32 ]CCCC :27 [°C], 61.57 RH, 0.9225 bar
[ 14:27:34 ]AAAA :29 [°C], 59.77 RH, 0.9213 bar
[ 14:27:34 ]CACA :27 [°C], 59.26 RH, 0.9219 bar
[ 14:27:34 ]EEEE :27 [°C], 63.60 RH, 0.9194 bar
[ 14:27:34 ]BABE :27 [°C], 62.87 RH, 0.9225 bar
[ 14:27:34 ]CCCC :27 [°C], 61.57 RH, 0.9206 bar
[ 14:27:34 ]CACA :28 [°C], 59.26 RH, 0.9213 bar
[ 14:27:35 ]AAAA :29 [°C], 59.77 RH, 0.9206 bar
[ 14:27:35 ]EEEE :27 [°C], 63.56 RH, 0.9213 bar
[ 14:27:35 ]CACA :27 [°C], 59.23 RH, 0.9219 bar
[ 14:27:35 ]CCCC :27 [°C], 61.52 RH, 0.9219 bar
[ 14:27:36 ]BABE :27 [°C], 62.82 RH, 0.9225 bar
[ 14:27:36 ]EEEE :27 [°C], 63.53 RH, 0.9200 bar
[ 14:27:36 ]AAAA :29 [°C], 59.73 RH, 0.9206 bar
[ 14:27:36 ]CACA :28 [°C], 59.23 RH, 0.9213 bar
[ 14:27:36 ]CCCC :27 [°C], 61.49 RH, 0.9219 bar
[ 14:27:37 ]AAAA :29 [°C], 59.73 RH, 0.9219 bar
[ 14:27:37 ]BABE :27 [°C], 62.79 RH, 0.9213 bar
[ 14:27:38 ]EEEE :27 [°C], 63.53 RH, 0.9206 bar
[ 14:27:38 ]AAAA :29 [°C], 59.73 RH, 0.9200 bar
[ 14:27:38 ]CACA :27 [°C], 59.20 RH, 0.9219 bar
[ 14:27:38 ]EEEE :27 [°C], 63.53 RH, 0.9200 bar
[ 14:27:38 ]CCCC :27 [°C], 61.49 RH, 0.9206 bar
[ 14:27:38 ]BABE :27 [°C], 62.79 RH, 0.9213 bar
[ 14:27:38 ]AAAA :29 [°C], 59.77 RH, 0.9200 bar
[ 14:27:38 ]AAAA :29 [°C], 59.77 RH, 0.9200 bar
[ 14:27:38 ]CACA :27 [°C], 59.20 RH, 0.9213 bar
[ 14:27:39 ]CCCC :27 [°C], 61.46 RH, 0.9219 bar
[ 14:27:39 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:27:39 ]BABE :27 [°C], 62.76 RH, 0.9206 bar
[ 14:27:39 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:27:39 ]BABE :27 [°C], 62.73 RH, 0.9225 bar
[ 14:27:40 ]CCCC :27 [°C], 61.52 RH, 0.9213 bar
[ 14:27:40 ]AAAA :29 [°C], 59.77 RH, 0.9219 bar
[ 14:27:40 ]CACA :27 [°C], 59.23 RH, 0.9219 bar
[ 14:27:41 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:27:41 ]CACA :27 [°C], 59.35 RH, 0.9206 bar
[ 14:27:41 ]BABE :27 [°C], 62.73 RH, 0.9213 bar
[ 14:27:41 ]AAAA :29 [°C], 59.86 RH, 0.9213 bar
[ 14:27:41 ]CCCC :27 [°C], 61.60 RH, 0.9213 bar
[ 14:27:43 ]EEEE :27 [°C], 63.63 RH, 0.9200 bar
[ 14:27:43 ]AAAA :29 [°C], 59.97 RH, 0.9206 bar
[ 14:27:43 ]CCCC :27 [°C], 61.71 RH, 0.9206 bar
[ 14:27:44 ]EEEE :27 [°C], 63.68 RH, 0.9213 bar
[ 14:27:44 ]CACA :27 [°C], 59.50 RH, 0.9213 bar
[ 14:27:44 ]CCCC :27 [°C], 61.74 RH, 0.9213 bar
[ 14:27:44 ]AAAA :29 [°C], 60.00 RH, 0.9213 bar
[ 14:27:44 ]BABE :27 [°C], 62.73 RH, 0.9219 bar
[ 14:27:45 ]AAAA :29 [°C], 60.03 RH, 0.9219 bar
[ 14:27:45 ]EEEE :27 [°C], 63.71 RH, 0.9200 bar
[ 14:27:45 ]BABE :27 [°C], 62.76 RH, 0.9206 bar
[ 14:27:45 ]CCCC :27 [°C], 61.77 RH, 0.9219 bar
[ 14:27:45 ]CACA :27 [°C], 59.53 RH, 0.9206 bar
[ 14:27:47 ]CCCC :27 [°C], 61.77 RH, 0.9206 bar
[ 14:27:47 ]CACA :27 [°C], 59.56 RH, 0.9200 bar
[ 14:27:47 ]CCCC :27 [°C], 61.77 RH, 0.9219 bar
[ 14:27:47 ]AAAA :29 [°C], 60.00 RH, 0.9213 bar
[ 14:27:47 ]EEEE :27 [°C], 63.80 RH, 0.9213 bar
[ 14:27:49 ]AAAA :29 [°C], 59.89 RH, 0.9219 bar
[ 14:27:49 ]BABE :27 [°C], 62.79 RH, 0.9213 bar
[ 14:27:49 ]EEEE :27 [°C], 63.71 RH, 0.9200 bar
[ 14:27:49 ]CCCC :27 [°C], 61.77 RH, 0.9206 bar
[ 14:27:49 ]CACA :27 [°C], 59.50 RH, 0.9219 bar
[ 14:27:50 ]AAAA :29 [°C], 59.86 RH, 0.9219 bar
[ 14:27:50 ]BABE :27 [°C], 62.67 RH, 0.9225 bar
[ 14:27:50 ]CACA :27 [°C], 59.47 RH, 0.9206 bar
[ 14:27:50 ]BABE :27 [°C], 62.65 RH, 0.9225 bar
[ 14:27:50 ]CCCC :27 [°C], 61.77 RH, 0.9206 bar
[ 14:27:50 ]BABE :27 [°C], 62.65 RH, 0.9225 bar
[ 14:27:50 ]EEEE :27 [°C], 63.63 RH, 0.9200 bar
[ 14:27:51 ]EEEE :27 [°C], 63.53 RH, 0.9213 bar
[ 14:27:51 ]AAAA :29 [°C], 59.77 RH, 0.9200 bar
[ 14:27:51 ]CCCC :27 [°C], 61.77 RH, 0.9194 bar
[ 14:27:51 ]BABE :27 [°C], 62.56 RH, 0.9225 bar
[ 14:27:51 ]CACA :27 [°C], 59.44 RH, 0.9206 bar
[ 14:27:52 ]AAAA :29 [°C], 59.70 RH, 0.9219 bar
[ 14:27:52 ]CACA :27 [°C], 59.44 RH, 0.9206 bar
[ 14:27:52 ]CCCC :27 [°C], 61.74 RH, 0.9219 bar
[ 14:27:52 ]BABE :27 [°C], 62.50 RH, 0.9206 bar
[ 14:27:52 ]EEEE :27 [°C], 63.44 RH, 0.9200 bar
[ 14:27:53 ]BABE :27 [°C], 62.45 RH, 0.9219 bar
[ 14:27:53 ]CACA :27 [°C], 59.41 RH, 0.9219 bar
[ 14:27:53 ]CCCC :27 [°C], 61.71 RH, 0.9194 bar
[ 14:27:53 ]EEEE :27 [°C], 63.42 RH, 0.9213 bar
[ 14:27:53 ]AAAA :29 [°C], 59.64 RH, 0.9213 bar
[ 14:27:54 ]EEEE :27 [°C], 63.36 RH, 0.9213 bar
[ 14:27:54 ]CCCC :27 [°C], 61.69 RH, 0.9206 bar
[ 14:27:54 ]CACA :27 [°C], 59.38 RH, 0.9200 bar
[ 14:27:54 ]AAAA :29 [°C], 59.62 RH, 0.9219 bar
[ 14:27:54 ]BABE :27 [°C], 62.42 RH, 0.9206 bar
[ 14:27:55 ]EEEE :27 [°C], 63.33 RH, 0.9213 bar
[ 14:27:55 ]BABE :27 [°C], 62.42 RH, 0.9225 bar
[ 14:27:55 ]CCCC :27 [°C], 61.66 RH, 0.9206 bar
[ 14:27:55 ]AAAA :29 [°C], 59.62 RH, 0.9219 bar
[ 14:27:55 ]CACA :27 [°C], 59.35 RH, 0.9206 bar
[ 14:27:56 ]EEEE :27 [°C], 63.33 RH, 0.9200 bar
[ 14:27:56 ]AAAA :29 [°C], 59.62 RH, 0.9219 bar
[ 14:27:56 ]CACA :27 [°C], 59.29 RH, 0.9200 bar
[ 14:27:56 ]CCCC :27 [°C], 61.60 RH, 0.9206 bar
[ 14:27:58 ]AAAA :29 [°C], 59.64 RH, 0.9219 bar
[ 14:27:58 ]EEEE :27 [°C], 63.33 RH, 0.9200 bar
[ 14:27:58 ]BABE :27 [°C], 62.47 RH, 0.9206 bar
[ 14:27:58 ]CACA :27 [°C], 59.23 RH, 0.9206 bar
[ 14:27:58 ]CCCC :27 [°C], 61.52 RH, 0.9225 bar
[ 14:27:59 ]AAAA :29 [°C], 59.64 RH, 0.9219 bar
[ 14:27:59 ]BABE :27 [°C], 62.50 RH, 0.9213 bar
[ 14:27:59 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:27:59 ]EEEE :27 [°C], 63.36 RH, 0.9213 bar
[ 14:28:00 ]CCCC :27 [°C], 61.52 RH, 0.9219 bar
[ 14:28:00 ]AAAA :29 [°C], 59.64 RH, 0.9213 bar
[ 14:28:00 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:28:00 ]BABE :27 [°C], 62.53 RH, 0.9213 bar
[ 14:28:00 ]CCCC :27 [°C], 61.52 RH, 0.9206 bar
[ 14:28:01 ]EEEE :27 [°C], 63.36 RH, 0.9200 bar
[ 14:28:01 ]CACA :27 [°C], 59.23 RH, 0.9206 bar
[ 14:28:01 ]AAAA :29 [°C], 59.70 RH, 0.9219 bar
[ 14:28:01 ]CCCC :27 [°C], 61.49 RH, 0.9206 bar
[ 14:28:02 ]EEEE :27 [°C], 63.39 RH, 0.9206 bar
[ 14:28:02 ]BABE :27 [°C], 62.56 RH, 0.9225 bar
[ 14:28:05 ]CACA :27 [°C], 59.17 RH, 0.9206 bar
[ 14:28:05 ]BABE :27 [°C], 62.59 RH, 0.9219 bar
[ 14:28:05 ]CCCC :27 [°C], 61.49 RH, 0.9213 bar
[ 14:28:06 ]EEEE :27 [°C], 63.39 RH, 0.9213 bar
[ 14:28:06 ]CACA :27 [°C], 59.17 RH, 0.9219 bar
[ 14:28:06 ]AAAA :29 [°C], 59.70 RH, 0.9200 bar
[ 14:28:08 ]EEEE :27 [°C], 63.36 RH, 0.9213 bar
[ 14:28:08 ]BABE :27 [°C], 62.56 RH, 0.9225 bar
[ 14:28:08 ]CACA :27 [°C], 59.17 RH, 0.9213 bar
[ 14:28:08 ]AAAA :29 [°C], 59.70 RH, 0.9213 bar
[ 14:28:08 ]CCCC :27 [°C], 61.49 RH, 0.9219 bar
[ 14:28:09 ]AAAA :29 [°C], 59.67 RH, 0.9213 bar
[ 14:28:09 ]CACA :27 [°C], 59.15 RH, 0.9219 bar
[ 14:28:09 ]EEEE :27 [°C], 63.36 RH, 0.9213 bar
[ 14:28:09 ]CCCC :27 [°C], 61.49 RH, 0.9213 bar
[ 14:28:10 ]AAAA :29 [°C], 59.67 RH, 0.9206 bar
[ 14:28:10 ]CCCC :27 [°C], 61.46 RH, 0.9219 bar
[ 14:28:10 ]EEEE :27 [°C], 63.36 RH, 0.9200 bar
[ 14:28:10 ]BABE :27 [°C], 62.59 RH, 0.9219 bar
[ 14:28:10 ]CACA :27 [°C], 59.12 RH, 0.9206 bar
[ 14:28:11 ]CACA :27 [°C], 59.12 RH, 0.9219 bar
[ 14:28:11 ]EEEE :27 [°C], 63.36 RH, 0.9213 bar
[ 14:28:11 ]BABE :27 [°C], 62.62 RH, 0.9206 bar
[ 14:28:11 ]AAAA :29 [°C], 59.70 RH, 0.9206 bar
[ 14:28:11 ]CCCC :27 [°C], 61.43 RH, 0.9219 bar
[ 14:28:12 ]EEEE :27 [°C], 63.39 RH, 0.9213 bar
[ 14:28:12 ]CCCC :27 [°C], 61.43 RH, 0.9206 bar
[ 14:28:12 ]AAAA :29 [°C], 59.73 RH, 0.9219 bar
[ 14:28:12 ]CACA :27 [°C], 59.12 RH, 0.9200 bar
[ 14:28:13 ]EEEE :27 [°C], 63.39 RH, 0.9213 bar
[ 14:28:13 ]CACA :27 [°C], 59.15 RH, 0.9200 bar
[ 14:28:13 ]CCCC :27 [°C], 61.43 RH, 0.9219 bar
[ 14:28:13 ]AAAA :29 [°C], 59.77 RH, 0.9213 bar
[ 14:28:13 ]CACA :27 [°C], 59.15 RH, 0.9219 bar
[ 14:28:13 ]BABE :27 [°C], 62.65 RH, 0.9225 bar
[ 14:28:14 ]EEEE :27 [°C], 63.42 RH, 0.9200 bar
[ 14:28:14 ]AAAA :29 [°C], 59.83 RH, 0.9213 bar
[ 14:28:14 ]CACA :27 [°C], 59.17 RH, 0.9206 bar
[ 14:28:14 ]BABE :27 [°C], 62.65 RH, 0.9206 bar
[ 14:28:14 ]CCCC :27 [°C], 61.43 RH, 0.9206 bar
[ 14:28:14 ]AAAA :28 [°C], 59.83 RH, 0.9219 bar
[ 14:28:16 ]EEEE :27 [°C], 63.44 RH, 0.9213 bar
[ 14:28:16 ]CCCC :27 [°C], 61.46 RH, 0.9206 bar
[ 14:28:16 ]CACA :27 [°C], 59.23 RH, 0.9206 bar
[ 14:28:16 ]AAAA :29 [°C], 59.89 RH, 0.9213 bar
[ 14:28:16 ]BABE :27 [°C], 62.67 RH, 0.9225 bar
[ 14:28:17 ]AAAA :29 [°C], 59.92 RH, 0.9194 bar
[ 14:28:17 ]CCCC :27 [°C], 61.49 RH, 0.9206 bar
[ 14:28:17 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:17 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:28:17 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:20 ]AAAA :29 [°C], 59.92 RH, 0.9200 bar
[ 14:28:20 ]CACA :27 [°C], 59.26 RH, 0.9206 bar
[ 14:28:20 ]CCCC :27 [°C], 61.52 RH, 0.9206 bar
[ 14:28:20 ]EEEE :27 [°C], 63.53 RH, 0.9213 bar
[ 14:28:20 ]BABE :27 [°C], 62.73 RH, 0.9206 bar
[ 14:28:21 ]BABE :27 [°C], 62.73 RH, 0.9225 bar
[ 14:28:21 ]EEEE :27 [°C], 63.53 RH, 0.9200 bar
[ 14:28:21 ]AAAA :29 [°C], 59.92 RH, 0.9213 bar
[ 14:28:21 ]CACA :27 [°C], 59.26 RH, 0.9213 bar
[ 14:28:21 ]CCCC :27 [°C], 61.57 RH, 0.9206 bar
[ 14:28:21 ]EEEE :27 [°C], 63.53 RH, 0.9213 bar
[ 14:28:22 ]AAAA :29 [°C], 59.89 RH, 0.9206 bar
[ 14:28:22 ]AAAA :29 [°C], 59.89 RH, 0.9206 bar
[ 14:28:22 ]CCCC :27 [°C], 61.57 RH, 0.9206 bar
[ 14:28:22 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:22 ]EEEE :27 [°C], 63.53 RH, 0.9213 bar
[ 14:28:22 ]CACA :27 [°C], 59.29 RH, 0.9206 bar
[ 14:28:25 ]AAAA :29 [°C], 59.89 RH, 0.9213 bar
[ 14:28:25 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:25 ]CACA :27 [°C], 59.29 RH, 0.9200 bar
[ 14:28:25 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:28:26 ]CACA :27 [°C], 59.29 RH, 0.9206 bar
[ 14:28:26 ]CCCC :27 [°C], 61.60 RH, 0.9219 bar
[ 14:28:26 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:28:26 ]BABE :27 [°C], 62.67 RH, 0.9219 bar
[ 14:28:26 ]AAAA :29 [°C], 59.89 RH, 0.9206 bar
[ 14:28:26 ]CCCC :27 [°C], 61.60 RH, 0.9206 bar
[ 14:28:27 ]CCCC :27 [°C], 61.57 RH, 0.9206 bar
[ 14:28:27 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:28:27 ]CACA :27 [°C], 59.29 RH, 0.9206 bar
[ 14:28:27 ]AAAA :29 [°C], 59.92 RH, 0.9206 bar
[ 14:28:27 ]BABE :27 [°C], 62.67 RH, 0.9213 bar
[ 14:28:28 ]BABE :27 [°C], 62.67 RH, 0.9206 bar
[ 14:28:28 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:28 ]CCCC :27 [°C], 61.57 RH, 0.9213 bar
[ 14:28:28 ]AAAA :29 [°C], 59.94 RH, 0.9206 bar
[ 14:28:28 ]CACA :27 [°C], 59.29 RH, 0.9206 bar
[ 14:28:29 ]BABE :27 [°C], 62.67 RH, 0.9213 bar
[ 14:28:29 ]CACA :27 [°C], 59.35 RH, 0.9200 bar
[ 14:28:29 ]CCCC :27 [°C], 61.60 RH, 0.9206 bar
[ 14:28:29 ]AAAA :29 [°C], 59.94 RH, 0.9206 bar
[ 14:28:30 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:28:30 ]CCCC :27 [°C], 61.63 RH, 0.9206 bar
[ 14:28:30 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:30 ]AAAA :29 [°C], 59.94 RH, 0.9206 bar
[ 14:28:31 ]BABE :27 [°C], 62.67 RH, 0.9219 bar
[ 14:28:31 ]BABE :27 [°C], 62.67 RH, 0.9219 bar
[ 14:28:31 ]CACA :27 [°C], 59.35 RH, 0.9200 bar
[ 14:28:32 ]CCCC :27 [°C], 61.66 RH, 0.9225 bar
[ 14:28:32 ]CACA :27 [°C], 59.35 RH, 0.9200 bar
[ 14:28:32 ]CACA :27 [°C], 59.35 RH, 0.9200 bar
[ 14:28:33 ]AAAA :29 [°C], 59.92 RH, 0.9200 bar
[ 14:28:33 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:33 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:34 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:34 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:34 ]CCCC :27 [°C], 61.66 RH, 0.9219 bar
[ 14:28:34 ]AAAA :29 [°C], 59.92 RH, 0.9219 bar
[ 14:28:34 ]CACA :27 [°C], 59.35 RH, 0.9200 bar
[ 14:28:34 ]AAAA :29 [°C], 59.89 RH, 0.9219 bar
[ 14:28:34 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:34 ]CCCC :27 [°C], 61.66 RH, 0.9206 bar
[ 14:28:35 ]CACA :27 [°C], 59.29 RH, 0.9200 bar
[ 14:28:35 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:35 ]CCCC :27 [°C], 61.63 RH, 0.9206 bar
[ 14:28:35 ]AAAA :29 [°C], 59.89 RH, 0.9219 bar
[ 14:28:35 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:35 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:36 ]EEEE :27 [°C], 63.50 RH, 0.9200 bar
[ 14:28:36 ]AAAA :29 [°C], 59.89 RH, 0.9206 bar
[ 14:28:36 ]BABE :27 [°C], 62.70 RH, 0.9232 bar
[ 14:28:36 ]CCCC :27 [°C], 61.60 RH, 0.9219 bar
[ 14:28:36 ]CACA :27 [°C], 59.29 RH, 0.9200 bar
[ 14:28:37 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:37 ]EEEE :27 [°C], 63.50 RH, 0.9213 bar
[ 14:28:37 ]AAAA :29 [°C], 59.89 RH, 0.9219 bar
[ 14:28:37 ]CCCC :27 [°C], 61.60 RH, 0.9219 bar
[ 14:28:37 ]CACA :27 [°C], 59.26 RH, 0.9200 bar
[ 14:28:42 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:28:42 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:42 ]CCCC :27 [°C], 61.52 RH, 0.9225 bar
[ 14:28:42 ]EEEE :27 [°C], 63.47 RH, 0.9213 bar
[ 14:28:42 ]CACA :27 [°C], 59.23 RH, 0.9206 bar
[ 14:28:42 ]AAAA :29 [°C], 59.77 RH, 0.9194 bar
[ 14:28:43 ]BABE :27 [°C], 62.70 RH, 0.9225 bar
[ 14:28:43 ]CCCC :27 [°C], 61.52 RH, 0.9225 bar
[ 14:28:43 ]AAAA :29 [°C], 59.77 RH, 0.9213 bar
[ 14:28:43 ]CACA :27 [°C], 59.23 RH, 0.9213 bar
[ 14:28:43 ]EEEE :27 [°C], 63.44 RH, 0.9213 bar
[ 14:28:46 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:28:46 ]BABE :27 [°C], 62.70 RH, 0.9225 bar
[ 14:28:46 ]CCCC :27 [°C], 61.46 RH, 0.9206 bar
[ 14:28:46 ]AAAA :29 [°C], 59.77 RH, 0.9187 bar
[ 14:28:46 ]EEEE :27 [°C], 63.44 RH, 0.9200 bar
[ 14:28:49 ]BABE :27 [°C], 62.70 RH, 0.9225 bar
[ 14:28:49 ]CACA :27 [°C], 59.23 RH, 0.9206 bar
[ 14:28:49 ]EEEE :27 [°C], 63.42 RH, 0.9200 bar
[ 14:28:49 ]AAAA :29 [°C], 59.73 RH, 0.9219 bar
[ 14:28:50 ]EEEE :27 [°C], 63.44 RH, 0.9213 bar
[ 14:28:50 ]EEEE :27 [°C], 63.44 RH, 0.9213 bar
[ 14:28:50 ]AAAA :29 [°C], 59.73 RH, 0.9213 bar
[ 14:28:50 ]CACA :27 [°C], 59.23 RH, 0.9200 bar
[ 14:28:50 ]BABE :27 [°C], 62.70 RH, 0.9219 bar
[ 14:28:51 ]CCCC :27 [°C], 61.52 RH, 0.9219 bar
[ 14:28:51 ]EEEE :27 [°C], 63.44 RH, 0.9200 bar
[ 14:28:51 ]CCCC :27 [°C], 61.52 RH, 0.9194 bar
[ 14:28:51 ]AAAA :29 [°C], 59.77 RH, 0.9219 bar
[ 14:28:51 ]BABE :27 [°C], 62.70 RH, 0.9213 bar
[ 14:28:52 ]CACA :27 [°C], 59.26 RH, 0.9206 bar
[ 14:28:53 ]EEEE :27 [°C], 63.36 RH, 0.9200 bar
[ 14:28:53 ]AAAA :29 [°C], 59.64 RH, 0.9213 bar
[ 14:28:53 ]BABE :27 [°C], 62.62 RH, 0.9219 bar
[ 14:28:54 ]CCCC :27 [°C], 61.52 RH, 0.9206 bar
[ 14:28:54 ]CACA :27 [°C], 59.23 RH, 0.9213 bar
[ 14:28:55 ]CACA :27 [°C], 59.17 RH, 0.9200 bar
[ 14:28:55 ]BABE :27 [°C], 62.50 RH, 0.9225 bar
[ 14:28:55 ]AAAA :29 [°C], 59.62 RH, 0.9213 bar
[ 14:28:55 ]CCCC :27 [°C], 61.52 RH, 0.9225 bar
[ 14:28:55 ]EEEE :27 [°C], 63.30 RH, 0.9213 bar
[ 14:28:57 ]CCCC :27 [°C], 61.42 RH, 0.9213 bar
[ 14:28:57 ]BABE :27 [°C], 62.41 RH, 0.9213 bar
[ 14:28:57 ]EEEE :27 [°C], 63.21 RH, 0.9200 bar
[ 14:28:57 ]AAAA :29 [°C], 59.53 RH, 0.9206 bar
[ 14:28:57 ]CACA :27 [°C], 59.06 RH, 0.9206 bar
[ 14:29:02 ]EEEE :27 [°C], 63.03 RH, 0.9213 bar
[ 14:29:02 ]CACA :27 [°C], 59.03 RH, 0.9213 bar
[ 14:29:02 ]BABE :27 [°C], 62.38 RH, 0.9219 bar
[ 14:29:02 ]AAAA :29 [°C], 59.62 RH, 0.9213 bar
[ 14:29:02 ]CCCC :27 [°C], 61.42 RH, 0.9219 bar
[ 14:29:05 ]CACA :27 [°C], 59.03 RH, 0.9213 bar
[ 14:29:05 ]EEEE :27 [°C], 63.06 RH, 0.9206 bar
[ 14:29:05 ]CACA :27 [°C], 59.03 RH, 0.9213 bar
[ 14:29:05 ]BABE :27 [°C], 62.38 RH, 0.9206 bar
[ 14:29:05 ]AAAA :29 [°C], 59.67 RH, 0.9200 bar
[ 14:29:05 ]EEEE :27 [°C], 63.06 RH, 0.9213 bar
[ 14:29:05 ]CCCC :27 [°C], 61.42 RH, 0.9213 bar
[ 14:29:08 ]EEEE :27 [°C], 63.12 RH, 0.9200 bar
[ 14:29:08 ]BABE :27 [°C], 62.41 RH, 0.9219 bar
[ 14:29:08 ]CACA :27 [°C], 59.03 RH, 0.9206 bar
[ 14:29:08 ]CCCC :27 [°C], 61.42 RH, 0.9206 bar
[ 14:29:08 ]AAAA :29 [°C], 59.64 RH, 0.9213 bar
[ 14:29:11 ]EEEE :27 [°C], 63.09 RH, 0.9200 bar
[ 14:29:11 ]CACA :27 [°C], 59.03 RH, 0.9213 bar
[ 14:29:11 ]BABE :27 [°C], 62.38 RH, 0.9206 bar
[ 14:29:11 ]AAAA :29 [°C], 59.59 RH, 0.9213 bar
[ 14:29:11 ]CCCC :27 [°C], 61.39 RH, 0.9194 bar
[ 14:29:13 ]AAAA :29 [°C], 59.56 RH, 0.9206 bar
[ 14:29:13 ]EEEE :27 [°C], 63.03 RH, 0.9200 bar
[ 14:29:13 ]CCCC :27 [°C], 61.39 RH, 0.9213 bar
[ 14:29:13 ]CACA :27 [°C], 59.03 RH, 0.9219 bar
[ 14:29:13 ]AAAA :29 [°C], 59.56 RH, 0.9213 bar
[ 14:29:13 ]BABE :27 [°C], 62.37 RH, 0.9219 bar
[ 14:29:14 ]CACA :27 [°C], 59.03 RH, 0.9219 bar
[ 14:29:14 ]CACA :27 [°C], 59.03 RH, 0.9219 bar
[ 14:29:14 ]EEEE :27 [°C], 63.03 RH, 0.9213 bar
[ 14:29:14 ]AAAA :29 [°C], 59.53 RH, 0.9213 bar
[ 14:29:14 ]AAAA :29 [°C], 59.53 RH, 0.9213 bar
[ 14:29:14 ]BABE :27 [°C], 62.34 RH, 0.9206 bar
[ 14:29:15 ]CACA :27 [°C], 59.03 RH, 0.9200 bar
[ 14:29:15 ]CCCC :27 [°C], 61.42 RH, 0.9206 bar
[ 14:29:15 ]AAAA :29 [°C], 59.50 RH, 0.9206 bar
[ 14:29:15 ]EEEE :27 [°C], 63.00 RH, 0.9213 bar
[ 14:29:15 ]BABE :27 [°C], 62.31 RH, 0.9219 bar
[ 14:29:16 ]EEEE :27 [°C], 63.00 RH, 0.9213 bar
[ 14:29:16 ]BABE :27 [°C], 62.31 RH, 0.9206 bar
[ 14:29:16 ]CACA :27 [°C], 58.99 RH, 0.9213 bar
[ 14:29:16 ]AAAA :29 [°C], 59.47 RH, 0.9219 bar
[ 14:29:16 ]CCCC :27 [°C], 61.42 RH, 0.9206 bar
[ 14:29:17 ]AAAA :29 [°C], 59.44 RH, 0.9213 bar
[ 14:29:17 ]CCCC :27 [°C], 61.39 RH, 0.9219 bar
